MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2000,FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,20.7,15.5,18.4,15,423
2000,FORD,FOCUS SEDAN,COMPACT,2.0,4,A4,X,10.8,8.2,9.6,29,221
2000,FORD,FOCUS SEDAN,COMPACT,2.0,4,M5,X,10.8,7.8,9.4,30,216
2000,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,A4,X,10.6,8.1,9.5,30,219
2000,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,M5,X,10.9,7.6,9.4,30,216
2000,FORD,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,15.0,10.3,12.9,22,297
2000,FORD,MUSTANG,SUBCOMPACT,3.8,6,A4,X,13.4,9.4,11.6,24,267
2000,FORD,MUSTANG,SUBCOMPACT,3.8,6,M5,X,13.6,9.0,11.6,24,267
2000,FORD,MUSTANG,SUBCOMPACT,4.6,8,A4,X,15.1,10.7,13.1,22,301
2000,FORD,MUSTANG,SUBCOMPACT,4.6,8,M5,X,15.4,10.4,13.2,21,304
2000,FORD,MUSTANG #,SUBCOMPACT,4.6,8,M5,X,15.7,10.5,13.4,21,308
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,A4,X,15.7,11.2,13.7,21,315
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,M5,X,16.2,11.3,14.0,20,322
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.0,13.5,15.4,18,354
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,4.0,6,M5,X,14.9,11.4,13.3,21,306
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3.0,6,A4,X,16.4,12.5,14.6,19,336
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3.0,6,M5,X,15.5,11.9,13.9,20,320
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.3,13.1,15.5,18,357
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,16.5,12.8,14.8,19,340
2000,FORD,TAURUS,MID-SIZE,3.0,6,A4,X,13.6,9.1,11.6,24,267
2000,FORD,TAURUS #,MID-SIZE,3.0,6,A4,X,13.5,9.1,11.5,25,265
2000,FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3.0,6,A4,X,14.2,9.6,12.1,23,278
2000,FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3.0,6,A4,X,14.0,9.6,12.0,24,276
2000,FORD,WINDSTAR VAN,VAN - CARGO,3.0,6,A4,X,15.6,11.0,13.5,21,311
2000,FORD,WINDSTAR VAN,VAN - CARGO,3.8,6,A4,X,14.9,11.2,13.2,21,304
2000,FORD,WINDSTAR WAGON,MINIVAN,3.0,6,A4,X,15.6,11.0,13.5,21,311
2000,FORD,WINDSTAR WAGON,MINIVAN,3.8,6,A4,X,15.5,11.1,13.5,21,311
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.7,13.9,16.0,18,368
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.5,14.4,16.7,17,384
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.3,12.3,14.5,19,334
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.9,12.9,16.2,17,373
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.7,12.7,14.9,19,343
2000,GMC,C1500 YUKON,SUV,4.8,8,A4,X,18.7,14.9,17.0,17,391
2000,GMC,C1500 YUKON,SUV,5.3,8,A4,X,18.9,14.6,17.0,17,391
2000,GMC,C1500 YUKON XL,SUV,5.3,8,A4,X,18.9,14.6,17.0,17,391
2000,GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.9,14.1,16.2,17,373
2000,GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,6.0,8,A4,X,21.4,15.8,18.9,15,435
2000,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,17.8,13.9,16.0,18,368
2000,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,5.0,8,A4,X,18.2,13.8,16.2,17,373
2000,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,5.7,8,A4,X,19.1,14.9,17.2,16,396
2000,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,4.3,6,A4,X,18.3,14.3,16.5,17,380
2000,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5.0,8,A4,X,18.3,14.1,16.4,17,377
2000,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5.7,8,A4,X,20.6,15.9,18.5,15,426
2000,GMC,JIMMY,SUV,4.3,6,A4,X,16.2,12.7,14.6,19,336
2000,GMC,JIMMY,SUV,4.3,6,M5,X,16.3,11.7,14.2,20,327
2000,GMC,JIMMY 4X4,SUV,4.3,6,A4,X,17.0,13.0,15.2,19,350
2000,GMC,JIMMY 4X4,SUV,4.3,6,M5,X,18.7,14.5,16.8,17,386
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.0,13.0,15.2,19,350
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.7,14.5,16.8,17,386
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.3,14.1,15.9,18,366
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,20.2,14.6,17.7,16,407
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.0,14.4,16.4,17,377
2000,GMC,K1500 YUKON 4X4,SUV,4.8,8,A4,X,18.7,14.9,17.0,17,391
2000,GMC,K1500 YUKON 4X4,SUV,5.3,8,A4,X,18.9,14.7,17.0,17,391
2000,GMC,K1500 YUKON 4X4,SUV,5.7,8,A4,X,21.2,15.7,18.7,15,430
2000,GMC,SAFARI CARGO,VAN - CARGO,4.3,6,A4,X,16.2,12.7,14.6,19,336
2000,GMC,SAFARI CARGO AWD,VAN - CARGO,4.3,6,A4,X,17.0,13.0,15.2,19,350
2000,GMC,SAFARI PASSENGER,VAN - PASSENGER,4.3,6,A4,X,17.7,13.9,16.0,18,368
2000,GMC,SAFARI PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,17.4,13.4,15.6,18,359
2000,GMC,SONOMA,PICKUP TRUCK - SMALL,2.2,4,A4,X,13.8,9.9,12.1,23,278
2000,GMC,SONOMA,PICKUP TRUCK - SMALL,2.2,4,M5,X,12.2,8.8,10.7,26,246
2000,GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6,A4,X,15.4,11.4,13.6,21,313
2000,GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6,M5,X,16.2,11.4,14.0,20,322
2000,GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.8,12.8,15.0,19,345
2000,GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.3,11.9,14.3,20,329
2000,HONDA,ACCORD,MID-SIZE,3.0,6,A4,X,13.0,9.3,11.3,25,260
2000,HONDA,ACCORD DX,MID-SIZE,2.3,4,A4,X,12.2,8.9,10.7,26,246
2000,HONDA,ACCORD DX,MID-SIZE,2.3,4,M5,X,11.5,8.6,10.2,28,235
2000,HONDA,ACCORD EX/LX,MID-SIZE,2.3,4,A4,X,11.8,8.5,10.3,27,237
2000,HONDA,ACCORD EX/LX,MID-SIZE,2.3,4,M5,X,10.8,8.1,9.6,29,221
2000,HONDA,CIVIC COUPE Si,SUBCOMPACT,1.6,4,A4,X,10.5,8.0,9.4,30,216
2000,HONDA,CIVIC COUPE Si,SUBCOMPACT,1.6,4,M5,X,9.8,7.8,8.9,32,205
2000,HONDA,CIVIC COUPE SiR,SUBCOMPACT,1.6,4,M5,Z,10.9,8.3,9.7,29,223
2000,HONDA,CIVIC CX/DX/LX/EX,SUBCOMPACT,1.6,4,A4,X,10.0,7.3,8.8,32,202
2000,HONDA,CIVIC CX/DX/LX/EX,SUBCOMPACT,1.6,4,M5,X,8.8,7.0,8.0,35,184
2000,HONDA,CR-V,SUV,2.0,4,A4,X,12.5,10.5,11.6,24,267
2000,HONDA,CR-V,SUV,2.0,4,M5,X,12.5,10.5,11.6,24,267
2000,HONDA,INSIGHT,SUBCOMPACT,1.0,3,M5,X,4.9,4.0,4.5,63,104
2000,HONDA,ODYSSEY,MINIVAN,3.5,6,A4,X,14.9,10.1,12.7,22,292
2000,HONDA,PRELUDE,SUBCOMPACT,2.2,4,AS4,Z,12.7,9.7,11.3,25,260
2000,HONDA,PRELUDE,SUBCOMPACT,2.2,4,M5,Z,12.0,9.6,10.9,26,251
2000,HONDA,S2000,SUBCOMPACT,2.0,4,M6,Z,13.1,10.1,11.7,24,269
2000,HYUNDAI,ACCENT,COMPACT,1.5,4,A4,X,10.5,7.3,9.1,31,209
2000,HYUNDAI,ACCENT,COMPACT,1.5,4,M5,X,9.7,7.2,8.6,33,198
2000,HYUNDAI,ELANTRA,COMPACT,2.0,4,A4,X,12.2,8.3,10.5,27,242
2000,HYUNDAI,ELANTRA,COMPACT,2.0,4,M5,X,11.3,7.8,9.7,29,223
2000,HYUNDAI,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4,A4,X,12.5,8.7,10.8,26,248
2000,HYUNDAI,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4,M5,X,11.4,8.0,9.9,29,228
2000,HYUNDAI,SONATA 2.4L,MID-SIZE,2.4,4,A4,X,13.0,9.1,11.3,25,260
2000,HYUNDAI,SONATA 2.5L,MID-SIZE,2.5,6,A4,X,13.2,9.3,11.4,25,262
2000,HYUNDAI,TIBURON,SUBCOMPACT,2.0,4,A4,X,12.2,8.6,10.6,27,244
2000,HYUNDAI,TIBURON,SUBCOMPACT,2.0,4,M5,X,11.4,8.0,9.9,29,228
2000,INFINITI,G20,COMPACT,2.0,4,A4,X,11.6,8.5,10.2,28,235
2000,INFINITI,G20,COMPACT,2.0,4,M5,X,11.4,8.2,10.0,28,230
2000,INFINITI,I30,MID-SIZE,3.0,6,A4,X,13.4,9.3,11.5,25,265
2000,INFINITI,QX4 4X4,SUV,3.3,6,A4,X,17.7,13.7,15.9,18,366
2000,ISUZU,HOMBRE,PICKUP TRUCK - SMALL,2.2,4,A4,X,13.8,9.9,12.1,23,278
2000,ISUZU,HOMBRE,PICKUP TRUCK - SMALL,2.2,4,M5,X,12.2,8.8,10.7,26,246
2000,ISUZU,HOMBRE,PICKUP TRUCK - SMALL,4.3,6,A4,X,15.4,11.4,13.6,21,313
2000,ISUZU,HOMBRE 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.8,12.8,15.0,19,345
2000,ISUZU,RODEO 4X4,SUV,3.2,6,A4,X,16.6,12.7,14.8,19,340
2000,ISUZU,RODEO 4X4,SUV,3.2,6,M5,X,16.8,13.0,15.1,19,347
2000,ISUZU,TROOPER 4X4,SUV,3.5,6,A4,X,17.8,13.6,15.9,18,366
2000,ISUZU,TROOPER 4X4,SUV,3.5,6,M5,X,17.9,13.7,16.0,18,368
2000,JAGUAR,S-TYPE V6,MID-SIZE,3.0,6,A5,Z,14.8,9.9,12.6,22,290
2000,JAGUAR,S-TYPE V8,MID-SIZE,4.0,8,A5,Z,15.3,11.1,13.4,21,308
2000,JAGUAR,VANDEN PLAS,MID-SIZE,4.0,8,A5,Z,15.5,10.5,13.3,21,306
2000,JAGUAR,VANDEN PLAS SUPERCHARGED,MID-SIZE,4.0,8,A5,Z,16.6,11.8,14.4,20,331
2000,JAGUAR,XJ8,COMPACT,4.0,8,A5,Z,15.5,10.5,13.3,21,306
2000,JAGUAR,XJR #,COMPACT,4.0,8,A5,Z,16.5,11.8,14.4,20,331
2000,JAGUAR,XK8,SUBCOMPACT,4.0,8,A5,Z,15.4,10.4,13.2,21,304
2000,JAGUAR,XK8 CONVERTIBLE,MINICOMPACT,4.0,8,A5,Z,15.5,10.6,13.3,21,306
2000,JAGUAR,XKR #,SUBCOMPACT,4.0,8,A5,Z,15.7,11.1,13.6,21,313
2000,JAGUAR,XKR CONVERTIBLE #,MINICOMPACT,4.0,8,A5,Z,16.3,11.5,14.1,20,324
2000,JEEP,CHEROKEE 4X4,SUV,4.0,6,A4,X,16.6,12.3,14.7,19,338
2000,JEEP,CHEROKEE 4X4,SUV,4.0,6,M5,X,15.4,11.8,13.8,20,317
2000,JEEP,GRAND CHEROKEE 4X4,SUV,4.0,6,A4,X,16.5,12.3,14.6,19,336
2000,JEEP,GRAND CHEROKEE 4X4,SUV,4.7,8,A4,X,18.0,13.1,15.8,18,363
2000,JEEP,TJ 4X4,SUV,2.5,4,A3,X,16.6,14.1,15.5,18,357
2000,JEEP,TJ 4X4,SUV,2.5,4,M5,X,14.7,12.6,13.7,21,315
2000,JEEP,TJ 4X4,SUV,4.0,6,A3,X,17.3,14.3,16.0,18,368
2000,JEEP,TJ 4X4,SUV,4.0,6,M5,X,16.7,13.1,15.1,19,347
2000,KIA,SEPHIA,COMPACT,1.8,4,A4,X,11.7,8.5,10.2,28,235
2000,KIA,SEPHIA,COMPACT,1.8,4,M5,X,11.2,9.3,10.3,27,237
2000,KIA,SPORTAGE 4X4,SUV,2.0,4,A4,X,13.4,12.1,12.8,22,294
2000,KIA,SPORTAGE 4X4,SUV,2.0,4,M5,X,12.8,12.1,12.5,23,288
2000,LAND ROVER,DISCOVERY SERIES II 4X4,SUV,4.0,8,A4,Z,19.6,14.9,17.5,16,403
2000,LAND ROVER,DISCOVERY SERIES II 4X4,SUV,4.0,8,A4,Z,19.6,14.9,17.5,16,403
2000,LAND ROVER,RANGE ROVER 4X4,SUV,4.0,8,A4,Z,19.6,14.9,17.5,16,403
2000,LAND ROVER,RANGE ROVER 4X4,SUV,4.6,8,A4,Z,22.1,17.1,19.9,14,458
2000,LEXUS,ES 300,COMPACT,3.0,6,A4,X,13.8,9.7,12.0,24,276
2000,LEXUS,GS 300,MID-SIZE,3.0,6,A5,Z,13.7,10.3,12.2,23,281
2000,LEXUS,GS 400,MID-SIZE,4.0,8,A5,Z,15.0,10.6,13.0,22,299
2000,LEXUS,LS 400,MID-SIZE,4.0,8,A5,Z,14.3,10.2,12.4,23,285
2000,LEXUS,LX 470,SUV,4.7,8,A4,X,19.4,15.4,17.6,16,405
2000,LEXUS,RX 300,SUV,3.0,6,A4,X,14.2,10.9,12.7,22,292
2000,LEXUS,RX 300 4X4,SUV,3.0,6,A4,X,14.4,11.4,13.0,22,299
2000,LINCOLN,CONTINENTAL,FULL-SIZE,4.6,8,A4,Z,15.2,10.2,12.9,22,297
2000,LINCOLN,LS,MID-SIZE,3.0,6,A5,X,15.4,10.5,13.2,21,304
2000,LINCOLN,LS,MID-SIZE,3.0,6,M5,X,15.5,10.4,13.2,21,304
2000,LINCOLN,LS,MID-SIZE,3.9,8,A5,X,15.9,10.7,13.6,21,313
2000,LINCOLN,NAVIGATOR 4X4,SUV,5.4,8,A4,Z,21.4,15.4,18.7,15,430
2000,LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,A4,X,15.3,10.5,13.2,21,304
2000,MAZDA,626,MID-SIZE,2.0,4,A4,X,12.7,9.4,11.2,25,258
2000,MAZDA,626,MID-SIZE,2.0,4,M5,X,10.6,8.1,9.5,30,219
2000,MAZDA,626,MID-SIZE,2.5,6,A4,Z,13.7,10.1,12.1,23,278
2000,MAZDA,626,MID-SIZE,2.5,6,M5,Z,13.3,10.1,11.8,24,271
2000,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6,A4,X,15.6,11.2,13.6,21,313
2000,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6,M5,X,16.2,11.3,14.0,20,322
2000,MAZDA,B4000,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.1,13.6,15.5,18,357
2000,MAZDA,B4000,PICKUP TRUCK - STANDARD,4.0,6,M5,X,15.5,11.9,13.9,20,320
2000,MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.2,13.1,15.4,18,354
2000,MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,16.5,12.9,14.9,19,343
2000,MAZDA,MILLENIA,COMPACT,2.5,6,A4,Z,13.8,9.8,12.0,24,276
2000,MAZDA,MILLENIA #,COMPACT,2.3,6,A4,Z,13.7,9.5,11.8,24,271
2000,MAZDA,MPV,MINIVAN,2.5,6,A4,X,15.2,11.7,13.6,21,313
2000,MAZDA,MX-5 MIATA,SUBCOMPACT,1.8,4,A4,X,11.9,9.0,10.6,27,244
2000,MAZDA,MX-5 MIATA,SUBCOMPACT,1.8,4,M5,X,11.1,8.8,10.0,28,230
2000,MAZDA,MX-5 MIATA,SUBCOMPACT,1.8,4,M6,X,11.5,9.0,10.4,27,239
2000,MAZDA,PROTEGE,COMPACT,1.6,4,A4,X,10.6,8.2,9.6,29,221
2000,MAZDA,PROTEGE,COMPACT,1.6,4,M5,X,9.8,8.0,9.0,31,207
2000,MAZDA,PROTEGE,COMPACT,1.8,4,A4,X,11.2,8.6,10.0,28,230
2000,MAZDA,PROTEGE,COMPACT,1.8,4,M5,X,10.2,8.0,9.2,31,212
2000,MERCEDES-BENZ,C 230 KOMPRESSOR #,COMPACT,2.3,4,A5,Z,12.5,8.9,10.9,26,251
2000,MERCEDES-BENZ,C 280,COMPACT,2.8,6,A5,Z,12.7,9.5,11.2,25,258
2000,MERCEDES-BENZ,C 43 AMG,COMPACT,4.3,8,A5,Z,14.7,11.3,13.2,21,304
2000,MERCEDES-BENZ,CLK 320,SUBCOMPACT,3.2,6,A5,Z,12.9,8.9,11.1,25,255
2000,MERCEDES-BENZ,CLK 320 CABRIOLET,MINICOMPACT,3.2,6,A5,Z,13.6,9.3,11.7,24,269
2000,MERCEDES-BENZ,CLK 430,SUBCOMPACT,4.3,8,A5,Z,14.4,10.4,12.6,22,290
2000,MERCEDES-BENZ,CLK 430 CABRIOLET,MINICOMPACT,4.3,8,A5,Z,15.2,10.6,13.2,21,304
2000,MERCEDES-BENZ,E 320,MID-SIZE,3.2,6,A5,Z,12.9,8.7,11.0,26,253
2000,MERCEDES-BENZ,E 320 4MATIC,MID-SIZE,3.2,6,A5,Z,13.1,9.3,11.4,25,262
2000,MERCEDES-BENZ,E 320 4MATIC WAGON,STATION WAGON - MID-SIZE,3.2,6,A5,Z,13.5,9.8,11.9,24,274
2000,MERCEDES-BENZ,E 320 WAGON,STATION WAGON - MID-SIZE,3.2,6,A5,Z,13.2,9.6,11.6,24,267
2000,MERCEDES-BENZ,E 430,MID-SIZE,4.3,8,A5,Z,14.6,10.5,12.7,22,292
2000,MERCEDES-BENZ,E 430 4MATIC,MID-SIZE,4.3,8,A5,Z,15.1,11.2,13.3,21,306
2000,MERCEDES-BENZ,E 55 AMG,MID-SIZE,5.5,8,A5,Z,16.0,11.1,13.8,20,317
2000,MERCEDES-BENZ,ML 320,SUV,3.2,6,A5,Z,16.1,12.8,14.6,19,336
2000,MERCEDES-BENZ,ML 430,SUV,4.3,8,A5,Z,17.0,13.5,15.4,18,354
2000,MERCEDES-BENZ,S 430,FULL-SIZE,4.3,8,A5,Z,15.3,10.5,13.2,21,304
2000,MERCEDES-BENZ,S 500,FULL-SIZE,5.0,8,A5,Z,16.1,11.3,13.9,20,320
2000,MERCEDES-BENZ,SL 500,SUBCOMPACT,5.0,8,A5,Z,16.3,11.2,14.0,20,322
2000,MERCEDES-BENZ,SL 600,SUBCOMPACT,6.0,12,A5,Z,20.1,13.4,17.1,17,393
2000,MERCEDES-BENZ,SLK 230 KOMPRESSOR #,SUBCOMPACT,2.3,4,A5,Z,12.0,8.7,10.5,27,242
2000,MERCEDES-BENZ,SLK 230 KOMPRESSOR #,SUBCOMPACT,2.3,4,M5,Z,12.6,8.5,10.7,26,246
2000,NISSAN,ALTIMA,COMPACT,2.4,4,A4,X,12.8,9.3,11.2,25,258
2000,NISSAN,ALTIMA,COMPACT,2.4,4,M5,X,11.6,8.5,10.2,28,235
2000,NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,A4,X,13.5,10.9,12.3,23,283
2000,NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,M5,X,12.1,9.9,11.1,25,255
2000,NISSAN,FRONTIER 4X4,PICKUP TRUCK - STANDARD,2.4,4,M5,X,14.9,12.0,13.6,21,313
2000,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,A4,X,16.8,13.3,15.2,19,350
2000,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,M5,X,16.1,13.6,15.0,19,345
2000,NISSAN,FRONTIER V6 4X4,PICKUP TRUCK - STANDARD,3.3,6,A4,X,17.3,13.7,15.7,18,361
2000,NISSAN,FRONTIER V6 4X4,PICKUP TRUCK - STANDARD,3.3,6,M5,X,16.2,13.9,15.2,19,350
2000,NISSAN,MAXIMA,MID-SIZE,3.0,6,A4,X,13.4,9.3,11.5,25,265
2000,NISSAN,MAXIMA,MID-SIZE,3.0,6,M5,X,12.3,9.4,11.0,26,253
2000,NISSAN,PATHFINDER 4X4,SUV,3.3,6,A4,X,17.3,13.6,15.7,18,361
2000,NISSAN,PATHFINDER 4X4,SUV,3.3,6,M5,X,16.5,14.3,15.5,18,357
2000,NISSAN,QUEST,MINIVAN,3.3,6,A4,X,15.5,10.6,13.3,21,306
2000,NISSAN,XTERRA,SUV,2.4,4,M5,X,14.2,10.9,12.7,22,292
2000,NISSAN,XTERRA V6,SUV,3.3,6,A4,X,16.5,13.0,14.9,19,343
2000,NISSAN,XTERRA V6,SUV,3.3,6,M5,X,15.9,13.4,14.7,19,338
2000,NISSAN,XTERRA V6 4X4,SUV,3.3,6,A4,X,17.3,13.7,15.7,18,361
2000,NISSAN,XTERRA V6 4X4,SUV,3.3,6,M5,X,16.2,13.9,15.2,19,350
2000,OLDSMOBILE,ALERO,COMPACT,2.4,4,A4,X,12.1,8.5,10.5,27,242
2000,OLDSMOBILE,ALERO,COMPACT,2.4,4,M5,X,12.5,8.3,10.6,27,244
2000,OLDSMOBILE,ALERO,COMPACT,3.4,6,A4,X,13.6,8.7,11.4,25,262
2000,OLDSMOBILE,INTRIGUE,MID-SIZE,3.5,6,A4,X,14.7,9.5,12.3,23,283
2000,OLDSMOBILE,SILHOUETTE,MINIVAN,3.4,6,A4,X,14.0,9.9,12.2,23,281
2000,PLYMOUTH,PROWLER,SUBCOMPACT,3.5,6,AS4,Z,15.4,11.0,13.4,21,308
2000,PONTIAC,BONNEVILLE,FULL-SIZE,3.8,6,A4,X,14.4,9.1,12.0,24,276
2000,PONTIAC,BONNEVILLE #,FULL-SIZE,3.8,6,A4,Z,15.1,9.5,12.6,22,290
2000,PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,3.8,6,A4,X,13.9,8.9,11.7,24,269
2000,PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,3.8,6,M5,X,13.8,8.7,11.5,25,265
2000,PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,5.7,8,A4,Z,14.9,10.7,13.0,22,299
2000,PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,5.7,8,M6,Z,14.9,9.8,12.6,22,290
2000,PONTIAC,FIREFLY,SUBCOMPACT,1.0,3,M5,X,7.1,5.5,6.4,44,147
2000,PONTIAC,FIREFLY,SUBCOMPACT,1.3,4,A3,X,9.1,7.4,8.3,34,191
2000,PONTIAC,FIREFLY,SUBCOMPACT,1.3,4,M5,X,7.6,5.9,6.8,42,156
2000,PONTIAC,GRAND AM,COMPACT,2.4,4,A4,X,12.1,8.5,10.5,27,242
2000,PONTIAC,GRAND AM,COMPACT,2.4,4,M5,X,12.5,8.3,10.6,27,244
2000,PONTIAC,GRAND AM,COMPACT,3.4,6,A4,X,13.6,8.7,11.4,25,262
2000,PONTIAC,GRAND PRIX,MID-SIZE,3.1,6,A4,X,13.1,8.7,11.1,25,255
2000,PONTIAC,GRAND PRIX,MID-SIZE,3.8,6,A4,X,13.5,8.8,11.4,25,262
2000,PONTIAC,GRAND PRIX #,MID-SIZE,3.8,6,A4,Z,15.0,9.4,12.5,23,288
2000,PONTIAC,MONTANA,MINIVAN,3.4,6,A4,X,14.0,9.9,12.2,23,281
2000,PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,A3,X,11.8,8.9,10.5,27,242
2000,PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,A4,X,11.6,8.2,10.1,28,232
2000,PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,M5,X,12.2,7.8,10.2,28,235
2000,PONTIAC,SUNFIRE,SUBCOMPACT,2.4,4,A4,X,12.5,8.8,10.8,26,248
2000,PONTIAC,SUNFIRE,SUBCOMPACT,2.4,4,M5,X,12.1,7.8,10.2,28,235
2000,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AS5,Z,16.0,10.2,13.4,21,308
2000,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M6,Z,15.4,10.2,13.1,22,301
2000,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AS5,Z,16.0,10.6,13.6,21,313
2000,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M6,Z,15.7,10.9,13.5,21,311
2000,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AS5,Z,15.3,10.3,13.1,22,301
2000,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M5,Z,15.0,10.4,12.9,22,297
2000,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,AS5,Z,15.9,10.6,13.5,21,311
2000,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,M6,Z,15.0,10.1,12.8,22,294
2000,SAAB,9-3 TURBO,MID-SIZE,2.0,4,A4,X,13.4,10.1,11.9,24,274
2000,SAAB,9-3 TURBO,MID-SIZE,2.0,4,M5,X,12.9,8.9,11.1,25,255
2000,SAAB,9-3 TURBO,MID-SIZE,2.3,4,M5,X,13.1,8.8,11.2,25,258
2000,SAAB,9-5 TURBO,FULL-SIZE,2.3,4,A4,X,13.9,9.7,12.0,24,276
2000,SAAB,9-5 TURBO,FULL-SIZE,2.3,4,M5,X,13.2,8.9,11.3,25,260
2000,SAAB,9-5 TURBO,FULL-SIZE,3.0,6,A4,X,14.3,9.8,12.3,23,283
2000,SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,A4,X,13.9,9.7,12.0,24,276
2000,SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,M5,X,13.2,8.9,11.3,25,260
2000,SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,3.0,6,A4,X,14.3,9.8,12.3,23,283
2000,SATURN,LS,MID-SIZE,2.2,4,A4,X,11.9,8.6,10.4,27,239
2000,SATURN,LS,MID-SIZE,2.2,4,M5,X,12.2,7.8,10.2,28,235
2000,SATURN,LS,MID-SIZE,3.0,6,A4,X,13.3,9.7,11.7,24,269
2000,SATURN,LW WAGON,STATION WAGON - MID-SIZE,2.2,4,A4,X,12.1,8.8,10.6,27,244
