MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,CO2 EMISSIONS ,CO2,,,
YEAR,,,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),RATING,,,
2016,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323,3,,,
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.9,10.5,27,247,5,,,
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,253,5,,,
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.7,9.4,30,252,5,,,
2016,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.0,9.2,11.3,25,265,5,,,
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,265,5,,,
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.0,8.2,10.3,27,277,4,,,
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.6,9.9,11.9,24,279,4,,,
2016,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,441,1,,,
2016,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,23.0,16.0,19.8,14,465,1,,,
2016,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,,,
2016,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,327,3,,,
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,10.0,11.9,24,280,4,,,
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284,4,,,
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,,,
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.0,17.2,16,286,4,,,
2016,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,4,,,
2016,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,332,3,,,
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296,4,,,
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301,4,,,
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,306,4,,,
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14.4,17.8,16,295,4,,,
2016,GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304,4,,,
2016,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214,6,,,
2016,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,285,4,,,
2016,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214,6,,,
2016,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21,221,6,,,
2016,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235,5,,,
2016,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.9,10.1,12.8,22,300,4,,,
2016,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,,,
2016,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,,,
2016,GMC,YUKON 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,13.8,20,323,3,,,
2016,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,,,
2016,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18.0,16,300,4,,,
2016,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,,,
2016,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,,,
2016,GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,14.3,20,334,3,,,
2016,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,,,
2016,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,317,3,,,
2016,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.3,7.2,8.9,32,207,6,,,
2016,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.5,30,223,6,,,
2016,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,12.9,8.3,10.9,26,253,5,,,
2016,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,8.6,6.4,7.6,37,177,7,,,
2016,HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,11.3,7.0,9.4,30,219,6,,,
2016,HONDA,ACCORD SPORT,MID-SIZE,2.4,4,AV7,X,9.1,6.8,8.0,35,187,7,,,
2016,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155,8,,,
2016,HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,X,7.8,5.8,6.9,41,162,8,,,
2016,HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,X,8.9,6.1,7.7,37,179,7,,,
2016,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.6,5.5,6.7,42,157,8,,,
2016,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,7.8,5.8,6.9,41,162,8,,,
2016,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,8.8,5.9,7.5,38,176,7,,,
2016,HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.8,6.9,7.9,36,186,7,,,
2016,HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.5,7.5,8.6,33,202,6,,,
2016,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,7.0,6.4,6.8,42,157,8,,,
2016,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.9,6.5,7.3,39,169,8,,,
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.7,6.4,44,150,8,,,
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.3,6.1,6.8,42,158,8,,,
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.4,7.3,39,171,8,,,
2016,HONDA,HR-V,SUV - SMALL,1.8,4,AV,X,8.3,6.7,7.6,37,177,7,,,
2016,HONDA,HR-V,SUV - SMALL,1.8,4,AV7,X,8.3,6.7,7.6,37,177,7,,,
2016,HONDA,HR-V,SUV - SMALL,1.8,4,M6,X,9.3,7.0,8.3,34,193,7,,,
2016,HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV,X,8.8,7.2,8.1,35,190,7,,,
2016,HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV7,X,8.8,7.2,8.1,35,190,7,,,
2016,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,250,5,,,
2016,HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,12.4,8.8,10.8,26,253,5,,,
2016,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,265,5,,,
2016,HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,26,257,5,,,
2016,HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.9,6.3,7.7,37,179,7,,,
2016,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.3,7.6,37,176,7,,,
2016,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,X,8.5,6.3,7.5,38,176,7,,,
2016,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.8,6.4,7.7,37,180,7,,,
2016,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,X,9.7,6.7,8.3,34,194,7,,,
2016,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,198,7,,,
2016,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,X,9.8,7.2,8.6,33,203,6,,,
2016,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.1,8.6,33,202,6,,,
2016,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,312,4,,,
2016,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,285,4,,,
2016,HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Z,17.3,10.5,14.2,20,332,3,,,
2016,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.4,9.5,12.2,23,284,4,,,
2016,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,14.1,9.6,12.1,23,283,4,,,
2016,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,25,265,5,,,
2016,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,269,5,,,
2016,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.7,8.7,10.3,27,239,5,,,
2016,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS6,X,12.9,9.7,11.5,25,266,5,,,
2016,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.5,9.3,11.1,25,257,5,,,
2016,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,295,4,,,
2016,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,10.4,7.4,9.1,31,214,6,,,
2016,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.4,6.5,8.1,35,191,7,,,
2016,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,10.0,7.0,8.6,33,204,6,,,
2016,HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,AM6,X,5.9,5.3,5.6,50,133,9,,,
2016,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.0,4,AM6,X,6.0,5.5,5.8,49,136,9,,,
2016,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.1,7.6,9.0,31,211,6,,,
2016,HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4,AM7,X,9.9,8.4,9.2,31,219,6,,,
2016,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.0,9.0,10.1,28,240,5,,,
2016,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.3,6.5,7.5,38,177,7,,,
2016,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.8,6.7,7.8,36,186,7,,,
2016,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AM6,X,8.9,7.1,8.1,35,191,7,,,
2016,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.4,7.0,8.3,34,197,7,,,
2016,INFINITI,Q50,MID-SIZE,2.0,4,AS7,Z,10.2,7.7,9.1,31,214,6,,,
2016,INFINITI,Q50,MID-SIZE,3.0,6,AS7,Z,12.1,8.1,10.3,27,242,5,,,
2016,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.6,8.4,9.6,29,226,5,,,
2016,INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,12.3,8.5,10.6,27,249,5,,,
2016,INFINITI,Q50S AWD,MID-SIZE,3.0,6,AS7,Z,12.9,9.0,11.1,25,262,5,,,
2016,INFINITI,Q50S RED SPORT,MID-SIZE,3.0,6,AS7,Z,11.8,8.8,10.5,27,247,5,,,
2016,INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,AS7,Z,12.3,9.1,10.8,26,256,5,,,
2016,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.4,6.9,7.7,37,181,7,,,
2016,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.6,8.2,34,193,7,,,
2016,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.7,11.6,24,274,4,,,
2016,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,300,4,,,
2016,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,6.9,7.5,38,177,7,,,
2016,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.7,11.9,24,279,4,,,
2016,INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,11.8,8.5,10.3,27,242,5,,,
2016,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.2,8.9,10.7,26,252,5,,,
2016,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,8.9,8.4,8.7,32,204,6,,,
2016,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,301,4,,,
2016,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354,3,,,
2016,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.1,8.5,10.5,27,246,5,,,
2016,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,4,,,
2016,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Z,12.1,8.5,10.5,27,246,5,,,
2016,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,4,,,
2016,JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,302,4,,,
2016,JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.7,10.4,13.3,21,311,4,,,
2016,JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8,AS6,Z,15.7,10.4,13.3,21,311,4,,,
2016,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.5,8.7,10.8,26,254,5,,,
2016,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302,4,,,
2016,JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.1,11.3,25,264,5,,,
2016,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Z,12.5,8.7,10.8,26,254,5,,,
2016,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302,4,,,
2016,JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.1,11.3,25,264,5,,,
2016,JAGUAR,XF AWD ,MID-SIZE,3.0,6,AS8,Z,11.9,8.3,10.3,27,241,5,,,
2016,JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,8.9,11.7,24,275,4,,,
2016,JAGUAR,XJL 3.0 AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.1,9.3,11.9,24,279,4,,,
2016,JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313,4,,,
2016,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313,4,,,
2016,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,223,6,,,
2016,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,223,6,,,
2016,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,E,15.2,10.2,12.9,22,213,6,,,
2016,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.1,9.9,29,233,5,,,
2016,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233,5,,,
2016,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233,5,,,
2016,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,E,15.9,11.0,13.7,21,226,5,,,
2016,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,11.6,8.5,10.2,28,240,5,,,
2016,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,238,5,,,
2016,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,8.9,10.9,26,256,5,,,
2016,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,255,5,,,
2016,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,12.2,9.0,10.8,26,253,5,,,
2016,JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.8,8.9,10.0,28,234,5,,,
2016,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,214,6,,,
2016,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,235,5,,,
2016,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,218,6,,,
2016,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.1,10.5,27,248,5,,,
2016,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,228,5,,,
2016,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259,5,,,
2016,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.8,9.5,11.3,25,265,5,,,
2016,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,16.7,10.7,14.0,20,329,3,,,
2016,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29,267,5,,,
2016,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,370,2,,,
2016,JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.8,8.9,10.0,28,234,5,,,
2016,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,214,6,,,
2016,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,235,5,,,
2016,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,218,6,,,
2016,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.1,10.5,27,248,5,,,
2016,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,228,5,,,
2016,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259,5,,,
2016,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,207,6,,,
2016,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.7,9.4,30,220,6,,,
2016,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.2,9.9,12.2,23,201,6,,,
2016,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,203,6,,,
2016,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,229,5,,,
2016,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,299,4,,,
2016,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,299,4,,,
2016,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,314,4,,,
2016,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,312,4,,,
2016,KIA,CADENZA,FULL-SIZE,3.3,6,AS6,X,12.7,8.4,10.7,26,251,5,,,
2016,KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.9,6.1,7.6,37,179,7,,,
2016,KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.3,7.9,36,186,7,,,
2016,KIA,FORTE,MID-SIZE,2.0,4,AS6,X,9.7,6.7,8.3,34,196,7,,,
2016,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,198,7,,,
2016,KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,X,11.1,8.0,9.7,29,228,5,,,
2016,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,227,5,,,
2016,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.5,7.2,8.5,33,199,7,,,
2016,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.7,6.9,8.4,34,197,7,,,
2016,KIA,FORTE KOUP,COMPACT,1.6,4,AS6,X,10.6,7.8,9.4,30,218,6,,,
2016,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,222,6,,,
2016,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.7,7.1,8.6,33,200,7,,,
2016,KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,10.0,7.4,8.8,32,206,6,,,
2016,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.9,9.2,11.8,24,278,4,,,
2016,KIA,K900,FULL-SIZE,5.0,8,AS8,X,15.6,10.6,13.4,21,318,3,,,
2016,KIA,OPTIMA,FULL-SIZE,1.6,4,AM7,X,8.4,6.1,7.4,38,175,8,,,
2016,KIA,OPTIMA,FULL-SIZE,2.0,4,AS6,X,10.9,7.4,9.3,30,222,6,,,
2016,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.4,6.5,8.1,35,193,7,,,
2016,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AM6,X,6.6,5.9,6.3,45,147,9,,,
2016,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AM6,X,6.7,6.1,6.4,44,150,8,,,
2016,KIA,RIO,COMPACT,1.6,4,AS6,X,8.7,6.3,7.7,37,178,7,,,
2016,KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.4,7.7,37,179,7,,,
2016,KIA,RIO ECO,COMPACT,1.6,4,AS6,X,8.5,6.3,7.6,37,175,8,,,
2016,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,X,10.1,7.6,9.0,31,214,6,,,
2016,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,10.4,7.8,9.3,30,220,6,,,
2016,KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275,4,,,
2016,KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269,5,,,
2016,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,296,4,,,
2016,KIA,SORENTO,SUV - SMALL,2.0,4,AS6,X,11.7,8.6,10.3,27,245,5,,,
2016,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.1,8.2,9.8,29,233,5,,,
2016,KIA,SORENTO AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.3,10.9,26,259,5,,,
2016,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,11.4,9.2,10.4,27,245,5,,,
2016,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,13.4,9.4,11.6,24,275,4,,,
2016,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.8,7.8,8.9,32,206,6,,,
2016,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31,208,6,,,
2016,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,9.8,7.5,8.8,32,208,6,,,
2016,KIA,SOUL ECO DYNAMICS,STATION WAGON - SMALL,2.0,4,AS6,X,9.7,7.7,8.8,32,208,6,,,
2016,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,11.4,8.3,10.0,28,231,5,,,
2016,KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,9.2,11.3,25,261,5,,,
2016,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS6,X,12.6,9.7,11.3,25,261,5,,,
2016,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.3,10.8,26,251,5,,,
2016,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,420,1,,,
2016,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23.6,14.1,19.3,15,452,1,,,
2016,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20,331,3,,,
2016,LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340,3,,,
2016,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4,AS9,Z,11.9,9.0,10.6,27,248,5,,,
2016,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,16.2,12.1,14.3,20,336,3,,,
2016,LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,291,4,,,
2016,LAND ROVER,RANGE ROVER TD6 DIESEL,SUV - STANDARD,3.0,6,AS8,D,10.6,8.1,9.4,30,254,5,,,
2016,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,356,3,,,
2016,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,356,3,,,
