MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS ,,,,
YEAR,,,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),,,,
2015,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,30.6,20.6,26.1,11,418,,,,
2015,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.9,24,274,,,,
2015,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,274,,,,
2015,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292,,,,
2015,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,13.8,17.2,16,275,,,,
2015,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,322,,,,
2015,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,288,,,,
2015,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.2,18.0,16,288,,,,
2015,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.7,13.0,22,299,,,,
2015,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.2,14.3,17.5,16,280,,,,
2015,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,327,,,,
2015,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209,,,,
2015,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209,,,,
2015,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21,214,,,,
2015,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,278,,,,
2015,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230,,,,
2015,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290,,,,
2015,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,12.7,22,292,,,,
2015,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,17.2,16,275,,,,
2015,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,299,,,,
2015,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,282,,,,
2015,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.2,11.4,14.0,20,322,,,,
2015,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,13.8,20,317,,,,
2015,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,12.7,22,292,,,,
2015,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,17.2,16,275,,,,
2015,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,306,,,,
2015,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,306,,,,
2015,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.8,11.7,14.5,19,334,,,,
2015,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,14.3,20,329,,,,
2015,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,8.8,6.5,7.8,36,179,,,,
2015,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.0,6.7,8.0,35,184,,,,
2015,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200,,,,
2015,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11.0,6.8,9.1,31,209,,,,
2015,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.5,30,219,,,,
2015,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13.0,8.4,10.9,26,251,,,,
2015,HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,4.7,5.3,5.0,56,115,,,,
2015,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6.1,7.1,40,163,,,,
2015,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166,,,,
2015,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.6,6.6,7.7,37,177,,,,
2015,HONDA,CIVIC Si,COMPACT,2.4,4,M6,Z,10.8,7.6,9.4,30,216,,,,
2015,HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,X,5.3,5.0,5.2,54,120,,,,
2015,HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.6,6.9,7.8,36,179,,,,
2015,HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.1,7.2,8.3,34,191,,,,
2015,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6.0,6.3,45,145,,,,
2015,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159,,,,
2015,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.7,6.4,44,147,,,,
2015,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.3,6.1,6.8,42,156,,,,
2015,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.4,7.3,39,168,,,,
2015,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244,,,,
2015,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,264,,,,
2015,HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A5,X,13.8,9.7,12.0,24,276,,,,
2015,HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.9,6.3,7.7,37,177,,,,
2015,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.3,7.6,37,175,,,,
2015,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,X,8.5,6.3,7.5,38,172,,,,
2015,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.8,6.4,7.7,37,177,,,,
2015,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,X,9.7,6.7,8.3,34,191,,,,
2015,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196,,,,
2015,HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,AS6,X,9.6,6.8,8.3,34,191,,,,
2015,HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,M6,X,9.7,6.7,8.3,34,191,,,,
2015,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,X,9.7,7.2,8.6,33,198,,,,
2015,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,196,,,,
2015,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,278,,,,
2015,HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Z,17.3,10.5,14.2,20,327,,,,
2015,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.6,9.6,12.3,23,283,,,,
2015,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,14.4,9.9,12.4,23,285,,,,
2015,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,25,260,,,,
2015,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,264,,,,
2015,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.7,8.7,10.3,27,237,,,,
2015,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS6,X,12.9,9.8,11.5,25,264,,,,
2015,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.5,9.3,11.1,25,255,,,,
2015,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,287,,,,
2015,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,10.4,7.4,9.1,31,209,,,,
2015,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.8,6.7,8.4,34,193,,,,
2015,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,9.8,6.7,8.4,34,193,,,,
2015,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,,,,
2015,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,,,,
2015,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.2,8.2,9.3,30,214,,,,
2015,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,11.4,8.5,10.1,28,232,,,,
2015,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,AS6,X,11.3,8.3,10.0,28,230,,,,
2015,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.4,9.3,10.4,27,239,,,,
2015,HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS6,X,11.6,9.3,10.6,27,244,,,,
2015,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177,,,,
2015,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.0,6.7,8.0,35,184,,,,
2015,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,X,9.9,7.6,8.8,32,202,,,,
2015,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.0,8.5,33,196,,,,
2015,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.0,8.1,10.3,27,237,,,,
2015,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.5,8.7,10.8,26,248,,,,
2015,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172,,,,
2015,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189,,,,
2015,INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,12.4,8.7,10.7,26,246,,,,
2015,INFINITI,Q60,SUBCOMPACT,3.7,6,M6,Z,13.6,9.3,11.6,24,267,,,,
2015,INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,264,,,,
2015,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269,,,,
2015,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283,,,,
2015,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253,,,,
2015,INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.8,9.5,12.4,23,285,,,,
2015,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267,,,,
2015,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.9,22,297,,,,
2015,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,6.9,7.5,38,172,,,,
2015,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.7,11.9,24,274,,,,
2015,INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,11.4,8.5,10.1,28,232,,,,
2015,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.2,8.9,10.7,26,246,,,,
2015,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,8.9,8.4,8.7,32,200,,,,
2015,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.6,10.7,12.8,22,294,,,,
2015,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,16.9,11.9,14.7,19,338,,,,
2015,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27,237,,,,
2015,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27,237,,,,
2015,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27,244,,,,
2015,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27,244,,,,
2015,JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,294,,,,
2015,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,294,,,,
2015,JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,12.3,8.2,10.5,27,242,,,,
2015,JAGUAR,XF AWD,MID-SIZE,3.0,6,AS8,Z,13.9,8.8,11.6,24,267,,,,
2015,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.2,21,304,,,,
2015,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16,290,,,,
2015,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.2,21,304,,,,
2015,JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285,,,,
2015,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,,,,
2015,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.5,23,288,,,,
2015,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280,,,,
2015,JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,,,,
2015,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.6,21,313,,,,
2015,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.4,21,308,,,,
2015,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.6,21,313,,,,
2015,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.4,21,308,,,,
2015,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218,,,,
2015,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218,,,,
2015,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,E,15.2,10.2,12.9,22,206,,,,
2015,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.1,9.9,29,228,,,,
2015,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230,,,,
2015,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230,,,,
2015,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,E,15.9,11.0,13.7,21,219,,,,
2015,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,11.6,8.5,10.2,28,235,,,,
2015,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232,,,,
2015,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.6,8.9,10.9,26,251,,,,
2015,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251,,,,
2015,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,12.2,9.0,10.8,26,248,,,,
2015,JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228,,,,
2015,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.2,31,212,,,,
2015,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,230,,,,
2015,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,214,,,,
2015,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235,,,,
2015,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,223,,,,
2015,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255,,,,
2015,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29,267,,,,
2015,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278,,,,
2015,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18,250,,,,
2015,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.5,14.7,19,338,,,,
2015,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363,,,,
2015,JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228,,,,
2015,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.2,31,212,,,,
2015,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,230,,,,
2015,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,214,,,,
2015,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235,,,,
2015,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,223,,,,
2015,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255,,,,
2015,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,202,,,,
2015,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.7,9.4,30,216,,,,
2015,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.2,9.9,12.2,23,195,,,,
2015,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,202,,,,
2015,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,225,,,,
2015,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294,,,,
2015,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,294,,,,
2015,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308,,,,
2015,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,308,,,,
2015,KIA,CADENZA,FULL-SIZE,3.3,6,AS6,X,12.7,8.4,10.7,26,246,,,,
2015,KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.8,6.1,7.6,37,175,,,,
2015,KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.3,7.9,36,182,,,,
2015,KIA,FORTE,MID-SIZE,2.0,4,AS6,X,9.7,6.7,8.3,34,191,,,,
2015,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,196,,,,
2015,KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,X,11.1,8.0,9.7,29,223,,,,
2015,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225,,,,
2015,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.5,7.2,8.5,33,196,,,,
2015,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.7,6.9,8.4,34,193,,,,
2015,KIA,FORTE KOUP,COMPACT,1.6,4,AS6,X,10.6,7.8,9.4,30,216,,,,
2015,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221,,,,
2015,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.7,7.1,8.6,33,198,,,,
2015,KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,10.0,7.4,8.8,32,202,,,,
2015,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.3,8.9,11.3,25,260,,,,
2015,KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306,,,,
2015,KIA,OPTIMA,MID-SIZE,2.0,4,AS6,X,11.7,7.7,9.9,29,228,,,,
2015,KIA,OPTIMA,MID-SIZE,2.4,4,AS6,X,10.2,6.9,8.7,32,200,,,,
2015,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,,,,
2015,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS6,X,6.7,6.1,6.4,44,147,,,,
2015,KIA,RIO,COMPACT,1.6,4,AS6,X,8.8,6.3,7.7,37,177,,,,
2015,KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177,,,,
2015,KIA,RIO ECO,COMPACT,1.6,4,AS6,X,8.5,6.3,7.6,37,175,,,,
2015,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,X,10.6,7.6,9.3,30,214,,,,
2015,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,10.8,7.4,9.3,30,214,,,,
2015,KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,267,,,,
2015,KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,262,,,,
2015,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,288,,,,
2015,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.8,8.7,10.4,27,239,,,,
2015,KIA,SORENTO,SUV - SMALL,3.3,6,AS6,X,12.7,9.0,11.1,25,255,,,,
2015,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,12.2,9.4,10.9,26,251,,,,
2015,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,13.4,10.0,11.8,24,271,,,,
2015,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.8,7.8,8.9,32,205,,,,
2015,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31,207,,,,
2015,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,10.1,7.7,9.0,31,207,,,,
2015,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,AS6,X,9.7,7.7,8.8,32,202,,,,
2015,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,11.4,8.3,10.0,28,230,,,,
2015,KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,9.2,11.3,25,260,,,,
2015,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS6,X,12.6,9.7,11.3,25,260,,,,
2015,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,26,246,,,,
2015,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,412,,,,
2015,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,24.0,14.5,19.7,14,453,,,,
2015,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.8,11.7,14.5,19,334,,,,
2015,LAMBORGHINI,VENENO ROADSTER,TWO-SEATER,6.5,12,AM7,Z,22.1,13.9,18.4,15,423,,,,
2015,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,13.5,9.9,11.9,24,274,,,,
2015,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,16.2,12.1,14.3,20,329,,,,
2015,LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS8,Z,13.9,10.4,12.3,23,283,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,347,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13,342,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,347,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13,342,,,,
2015,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.7,29,223,,,,
2015,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.7,29,223,,,,
2015,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3.0,6,AS8,Z,14.0,10.5,12.4,23,285,,,,
2015,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,16.6,12.3,14.7,19,338,,,,
2015,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,E,24.0,16.6,20.7,14,331,,,,
2015,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,50,131,,,,
2015,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,136,,,,
2015,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,29,221,,,,
2015,LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,12.3,8.5,10.6,27,244,,,,
2015,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.6,9.1,11.0,26,253,,,,
2015,LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,8.0,6.9,7.5,38,172,,,,
2015,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.7,13.9,20,320,,,,
2015,LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.1,7.8,9.6,29,221,,,,
2015,LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239,,,,
