,REF_DATE,GEO,Type of vehicle,UOM,SCALAR_FACTOR,VALUE
2400,2018,Canada,Motorcycles and mopeds,Number,units,729627
2401,2018,Canada,Trailers,Number,units,7738924
2402,2018,Canada,"Off-road, construction, farm vehicles",Number,units,2309280
2403,2018,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,691966
2404,2018,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,381271
2405,2018,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,353735
2406,2018,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,6721
2407,2018,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,5274
2408,2018,Newfoundland and Labrador,Buses,Number,units,1387
2409,2018,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,14154
2410,2018,Newfoundland and Labrador,Trailers,Number,units,59300
2411,2018,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,251395
2412,2018,Prince Edward Island,"Total, vehicle registrations",Number,units,122727
2413,2018,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,109217
2414,2018,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,100276
2415,2018,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2039
2416,2018,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,3060
2417,2018,Prince Edward Island,Buses,Number,units,111
2418,2018,Prince Edward Island,Motorcycles and mopeds,Number,units,3731
2419,2018,Prince Edward Island,Trailers,Number,units,11057
2420,2018,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,2454
2421,2018,Nova Scotia,"Total, vehicle registrations",Number,units,797414
2422,2018,Nova Scotia,"Total, road motor vehicle registrations",Number,units,657912
2423,2018,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,615897
2424,2018,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,11513
2425,2018,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9756
2426,2018,Nova Scotia,Buses,Number,units,2030
2427,2018,Nova Scotia,Motorcycles and mopeds,Number,units,18716
2428,2018,Nova Scotia,Trailers,Number,units,76132
2429,2018,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,63370
2430,2018,New Brunswick,"Total, vehicle registrations",Number,units,759018
2431,2018,New Brunswick,"Total, road motor vehicle registrations",Number,units,596533
2432,2018,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,549514
2433,2018,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,9132
2434,2018,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12656
2435,2018,New Brunswick,Buses,Number,units,3635
2436,2018,New Brunswick,Motorcycles and mopeds,Number,units,21596
2437,2018,New Brunswick,Trailers,Number,units,102545
2438,2018,New Brunswick,"Off-road, construction, farm vehicles",Number,units,59940
2439,2018,Quebec,"Total, vehicle registrations",Number,units,8698584
2440,2018,Quebec,"Total, road motor vehicle registrations",Number,units,5705271
2441,2018,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,5309654
2442,2018,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,63170
2443,2018,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,85932
2444,2018,Quebec,Buses,Number,units,19331
2445,2018,Quebec,Motorcycles and mopeds,Number,units,227184
2446,2018,Quebec,Trailers,Number,units,2162378
2447,2018,Quebec,"Off-road, construction, farm vehicles",Number,units,830935
2448,2018,Ontario,"Total, vehicle registrations",Number,units,12545439
2449,2018,Ontario,"Total, road motor vehicle registrations",Number,units,8870625
2450,2018,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,8357600
2451,2018,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,131755
2452,2018,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,131952
2453,2018,Ontario,Buses,Number,units,30646
2454,2018,Ontario,Motorcycles and mopeds,Number,units,218672
2455,2018,Ontario,Trailers,Number,units,2899889
2456,2018,Ontario,"Off-road, construction, farm vehicles",Number,units,774925
2457,2018,Manitoba,"Total, vehicle registrations",Number,units,1175496
2458,2018,Manitoba,"Total, road motor vehicle registrations",Number,units,881122
2459,2018,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,803282
2460,2018,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,19935
2461,2018,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,31268
2462,2018,Manitoba,Buses,Number,units,4440
2463,2018,Manitoba,Motorcycles and mopeds,Number,units,22197
2464,2018,Manitoba,Trailers,Number,units,210743
2465,2018,Manitoba,"Off-road, construction, farm vehicles",Number,units,83631
2466,2018,Saskatchewan,"Total, vehicle registrations",Number,units,1157486
2467,2018,Saskatchewan,"Total, road motor vehicle registrations",Number,units,915704
2468,2018,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,811246
2469,2018,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,49803
2470,2018,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,42711
2471,2018,Saskatchewan,Buses,Number,units,3875
2472,2018,Saskatchewan,Motorcycles and mopeds,Number,units,8069
2473,2018,Saskatchewan,Trailers,Number,units,236654
2474,2018,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,5128
2475,2018,Alberta,"Total, vehicle registrations",Number,units,5209656
2476,2018,Alberta,"Total, road motor vehicle registrations",Number,units,3542985
2477,2018,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,3104880
2478,2018,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,190130
2479,2018,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,110595
2480,2018,Alberta,Buses,Number,units,15450
2481,2018,Alberta,Motorcycles and mopeds,Number,units,121930
2482,2018,Alberta,Trailers,Number,units,1494400
2483,2018,Alberta,"Off-road, construction, farm vehicles",Number,units,172271
2484,2018,British Columbia,"Total, vehicle registrations",Number,units,3848796
2485,2018,British Columbia,"Total, road motor vehicle registrations",Number,units,3324926
2486,2018,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,3067762
2487,2018,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,130416
2488,2018,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,45047
2489,2018,British Columbia,Buses,Number,units,10447
2490,2018,British Columbia,Motorcycles and mopeds,Number,units,71254
2491,2018,British Columbia,Trailers,Number,units,463519
2492,2018,British Columbia,"Off-road, construction, farm vehicles",Number,units,60351
2493,2018,Yukon,"Total, vehicle registrations",Number,units,60194
2494,2018,Yukon,"Total, road motor vehicle registrations",Number,units,41739
2495,2018,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,34787
2496,2018,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,3705
2497,2018,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1632
2498,2018,Yukon,Buses,Number,units,389
2499,2018,Yukon,Motorcycles and mopeds,Number,units,1226
2500,2018,Yukon,Trailers,Number,units,16315
2501,2018,Yukon,"Off-road, construction, farm vehicles",Number,units,2140
2502,2018,Northwest Territories,"Total, vehicle registrations",Number,units,34733
2503,2018,Northwest Territories,"Total, road motor vehicle registrations",Number,units,27415
2504,2018,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,23643
2505,2018,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1872
2506,2018,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,954
2507,2018,Northwest Territories,Buses,Number,units,122
2508,2018,Northwest Territories,Motorcycles and mopeds,Number,units,824
2509,2018,Northwest Territories,Trailers,Number,units,5768
2510,2018,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1550
2511,2018,Nunavut,"Total, vehicle registrations",Number,units,7093
2512,2018,Nunavut,"Total, road motor vehicle registrations",Number,units,5679
2513,2018,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,4927
2514,2018,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,290
2515,2018,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,345
2516,2018,Nunavut,Buses,Number,units,43
2517,2018,Nunavut,Motorcycles and mopeds,Number,units,74
2518,2018,Nunavut,Trailers,Number,units,224
2519,2018,Nunavut,"Off-road, construction, farm vehicles",Number,units,1190
2520,2019,Canada,"Total, vehicle registrations",Number,units,35742412
2521,2019,Canada,"Total, road motor vehicle registrations",Number,units,25422635
2522,2019,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,23472111
2523,2019,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,633663
2524,2019,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,488902
2525,2019,Canada,Buses,Number,units,91743
2526,2019,Canada,Motorcycles and mopeds,Number,units,736216
2527,2019,Canada,Trailers,Number,units,7933361
2528,2019,Canada,"Off-road, construction, farm vehicles",Number,units,2386416
2529,2019,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,691619
2530,2019,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,377331
2531,2019,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,350761
2532,2019,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,6465
2533,2019,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,5102
2534,2019,Newfoundland and Labrador,Buses,Number,units,1361
2535,2019,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,13642
2536,2019,Newfoundland and Labrador,Trailers,Number,units,55923
2537,2019,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,258365
2538,2019,Prince Edward Island,"Total, vehicle registrations",Number,units,128226
2539,2019,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,110420
2540,2019,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,101594
2541,2019,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2074
2542,2019,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,3095
2543,2019,Prince Edward Island,Buses,Number,units,119
2544,2019,Prince Edward Island,Motorcycles and mopeds,Number,units,3538
2545,2019,Prince Edward Island,Trailers,Number,units,14993
2546,2019,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,2813
2547,2019,Nova Scotia,"Total, vehicle registrations",Number,units,791614
2548,2019,Nova Scotia,"Total, road motor vehicle registrations",Number,units,644285
2549,2019,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,600756
2550,2019,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,11550
2551,2019,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9564
2552,2019,Nova Scotia,Buses,Number,units,1988
2553,2019,Nova Scotia,Motorcycles and mopeds,Number,units,20427
2554,2019,Nova Scotia,Trailers,Number,units,80025
2555,2019,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,67304
2556,2019,New Brunswick,"Total, vehicle registrations",Number,units,768082
2557,2019,New Brunswick,"Total, road motor vehicle registrations",Number,units,601398
2558,2019,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,553244
2559,2019,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,9438
2560,2019,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12879
2561,2019,New Brunswick,Buses,Number,units,3849
2562,2019,New Brunswick,Motorcycles and mopeds,Number,units,21988
2563,2019,New Brunswick,Trailers,Number,units,104490
2564,2019,New Brunswick,"Off-road, construction, farm vehicles",Number,units,62194
2565,2019,Quebec,"Total, vehicle registrations",Number,units,8890452
2566,2019,Quebec,"Total, road motor vehicle registrations",Number,units,5800411
2567,2019,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,5399507
2568,2019,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,65052
2569,2019,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,88277
2570,2019,Quebec,Buses,Number,units,19718
2571,2019,Quebec,Motorcycles and mopeds,Number,units,227857
2572,2019,Quebec,Trailers,Number,units,2219081
2573,2019,Quebec,"Off-road, construction, farm vehicles",Number,units,870960
2574,2019,Ontario,"Total, vehicle registrations",Number,units,12812369
2575,2019,Ontario,"Total, road motor vehicle registrations",Number,units,9031832
2576,2019,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,8514952
2577,2019,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,134789
2578,2019,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,134202
2579,2019,Ontario,Buses,Number,units,30752
2580,2019,Ontario,Motorcycles and mopeds,Number,units,217137
2581,2019,Ontario,Trailers,Number,units,2984647
2582,2019,Ontario,"Off-road, construction, farm vehicles",Number,units,795890
2583,2019,Manitoba,"Total, vehicle registrations",Number,units,1186686
2584,2019,Manitoba,"Total, road motor vehicle registrations",Number,units,888885
2585,2019,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,808918
2586,2019,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,20226
2587,2019,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,32131
2588,2019,Manitoba,Buses,Number,units,4584
2589,2019,Manitoba,Motorcycles and mopeds,Number,units,23026
2590,2019,Manitoba,Trailers,Number,units,213444
2591,2019,Manitoba,"Off-road, construction, farm vehicles",Number,units,84357
2592,2019,Saskatchewan,"Total, vehicle registrations",Number,units,1160889
2593,2019,Saskatchewan,"Total, road motor vehicle registrations",Number,units,917568
2594,2019,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,813605
2595,2019,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,49705
2596,2019,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,43138
2597,2019,Saskatchewan,Buses,Number,units,3722
2598,2019,Saskatchewan,Motorcycles and mopeds,Number,units,7398
2599,2019,Saskatchewan,Trailers,Number,units,237921
2600,2019,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,5400
2601,2019,Alberta,"Total, vehicle registrations",Number,units,5295383
2602,2019,Alberta,"Total, road motor vehicle registrations",Number,units,3596898
2603,2019,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,3151829
2604,2019,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,192708
2605,2019,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,111415
2606,2019,Alberta,Buses,Number,units,14932
2607,2019,Alberta,Motorcycles and mopeds,Number,units,126014
2608,2019,Alberta,Trailers,Number,units,1529246
2609,2019,Alberta,"Off-road, construction, farm vehicles",Number,units,169239
